,f1,f2,f3,f4,f5,Disease
138,0.174416004,0.020515614,7.376927247,0.93060606,128.159305,Acne and Rosacea Photos
139,0.295741324,0.070418137,6.059496727,0.991338033,128.666671,Acne and Rosacea Photos
140,0.210510638,0.033857619,7.052808954,0.983726463,130.1968913,Acne and Rosacea Photos
141,0.187946586,0.025664533,5.996156678,0.898268722,73.83568668,Acne and Rosacea Photos
142,0.192794118,0.023630958,5.727827496,0.956295128,69.74412554,Acne and Rosacea Photos
143,0.114029394,0.016069127,11.44643736,0.853151843,275.1778074,Acne and Rosacea Photos
144,0.129079435,0.018527317,8.916997186,0.878276657,155.2738866,Acne and Rosacea Photos
145,0.132049089,0.018350008,8.675915513,0.965721153,161.0146168,Acne and Rosacea Photos
146,0.188216124,0.025181356,7.205882131,0.958618918,134.1793604,Acne and Rosacea Photos
147,0.316209189,0.035516345,4.293698878,0.97805563,55.29817843,Acne and Rosacea Photos
148,0.147957536,0.016770068,9.046668015,0.910822377,179.5923484,Acne and Rosacea Photos
149,0.144664087,0.021223464,8.984868849,0.799086299,174.5832137,Acne and Rosacea Photos
150,0.151530814,0.016803354,9.277144772,0.90643819,187.264268,Acne and Rosacea Photos
151,0.172936177,0.01828287,8.319462146,0.934043233,164.0106792,Acne and Rosacea Photos
152,0.185606628,0.020027654,7.091314267,0.94458147,124.8230445,Acne and Rosacea Photos
153,0.178740624,0.022226652,7.765843226,0.910174983,154.8273841,Acne and Rosacea Photos
154,0.191599267,0.032165325,7.548372138,0.923518424,159.4961602,Acne and Rosacea Photos
155,0.197076379,0.026850507,6.667559259,0.866184862,120.738221,Acne and Rosacea Photos
156,0.172706502,0.02036588,7.565003301,0.891959023,147.277071,Acne and Rosacea Photos
157,0.177760891,0.020306413,8.18476799,0.928610203,170.2537893,Acne and Rosacea Photos
158,0.153771624,0.021139252,8.654689477,0.888628238,174.4240721,Acne and Rosacea Photos
159,0.229606511,0.025941262,5.488847061,0.988738032,77.69743839,Acne and Rosacea Photos
160,0.145086493,0.021117035,9.475290925,0.905939947,200.0340052,Acne and Rosacea Photos
161,0.123539601,0.016050768,11.3675896,0.873355948,281.7319429,Acne and Rosacea Photos
162,0.162494704,0.022230405,6.647892785,0.904389951,87.77055315,Acne and Rosacea Photos
163,0.095469314,0.013634969,13.09802115,0.865487172,354.3256955,Acne and Rosacea Photos
164,0.218671245,0.026262563,4.914892911,0.986736345,65.05134402,Acne and Rosacea Photos
165,0.179852993,0.019476403,7.410151709,0.924650523,144.6121091,Acne and Rosacea Photos
166,0.19045306,0.021015369,7.187126412,0.918311029,147.3076835,Acne and Rosacea Photos
167,0.140449793,0.016149643,11.84196139,0.824885626,397.5848979,Acne and Rosacea Photos
168,0.150770913,0.016532097,9.251773756,0.907879939,208.6257137,Acne and Rosacea Photos
169,0.368769165,0.149849118,5.41254344,0.993362317,101.2615974,Acne and Rosacea Photos
170,0.079979167,0.012081364,17.13280801,0.769811192,727.6710255,Acne and Rosacea Photos
171,0.063550622,0.009344278,21.34666836,0.772982376,996.1332747,Acne and Rosacea Photos
172,0.049478468,0.009562543,23.36518726,0.722160251,977.6094862,Acne and Rosacea Photos
173,0.098760844,0.011545239,14.30181738,0.875911028,541.1345643,Acne and Rosacea Photos
174,0.189835821,0.03190928,8.028843215,0.981160801,160.0798094,Acne and Rosacea Photos
175,0.171555085,0.029548719,9.2300285,0.97559861,214.6608709,Acne and Rosacea Photos
176,0.079757273,0.010121162,18.33941106,0.819790368,859.5197954,Acne and Rosacea Photos
177,0.112007517,0.013640617,13.00615623,0.903961581,465.2870002,Acne and Rosacea Photos
178,0.135279826,0.018009295,9.324131441,0.88197064,186.660218,Acne and Rosacea Photos
179,0.225747474,0.024739981,6.679970848,0.971301839,113.6001626,Acne and Rosacea Photos
180,0.111041609,0.023145905,10.4303577,0.592323312,207.2134538,Acne and Rosacea Photos
181,0.208986001,0.029511524,5.969074203,0.981611401,81.20003992,Acne and Rosacea Photos
182,0.197780074,0.054694082,11.02643428,0.941306865,333.1561695,Acne and Rosacea Photos
183,0.196591466,0.02866167,6.848119719,0.979311363,106.9895347,Acne and Rosacea Photos
184,0.210458434,0.028450152,5.102037827,0.948678818,56.51112667,Acne and Rosacea Photos
185,0.383494842,0.120713535,4.332614799,0.990913822,72.66333111,Acne and Rosacea Photos
186,0.098344697,0.014886716,11.99249333,0.826969126,275.0518838,Acne and Rosacea Photos
187,0.133600872,0.018652714,8.280644097,0.900544085,131.144159,Acne and Rosacea Photos
188,0.128359714,0.022021606,8.799732847,0.770529145,149.3920926,Acne and Rosacea Photos
189,0.071434206,0.01404186,14.85153922,0.746295373,382.9270058,Acne and Rosacea Photos
190,0.097940208,0.017587703,10.83671633,0.784462187,213.1162535,Acne and Rosacea Photos
191,0.125593348,0.018496827,11.20279351,0.845783618,308.3244551,Acne and Rosacea Photos
192,0.10419111,0.016812218,10.95282885,0.850784728,228.2883196,Acne and Rosacea Photos
193,0.106067405,0.016155563,10.75699372,0.842512883,215.3111048,Acne and Rosacea Photos
194,0.08840826,0.015746955,12.52239383,0.747878545,287.2545613,Acne and Rosacea Photos
195,0.150901511,0.016331257,11.20950447,0.860196164,336.4260424,Acne and Rosacea Photos
196,0.271861992,0.04861102,5.818275656,0.990792274,106.48137,Acne and Rosacea Photos
197,0.145840043,0.028301133,11.00630463,0.970969504,278.0351136,Acne and Rosacea Photos
198,0.227649142,0.065388948,9.711654211,0.96562681,255.1547317,Acne and Rosacea Photos
199,0.124858796,0.017060742,9.350374958,0.89982281,173.685041,Acne and Rosacea Photos
200,0.18506423,0.030208936,5.471519692,0.906359504,59.74908451,Acne and Rosacea Photos
201,0.121888572,0.015879609,13.23575135,0.944276061,406.6849584,Acne and Rosacea Photos
202,0.123482666,0.016977101,9.706675459,0.932074858,194.0574597,Acne and Rosacea Photos
203,0.197375521,0.020684092,7.43926952,0.91455742,129.0338982,Acne and Rosacea Photos
204,0.166385103,0.018085994,8.615986965,0.919934739,155.1420172,Acne and Rosacea Photos
205,0.289657294,0.080638111,6.91790867,0.97107362,181.2177266,Acne and Rosacea Photos
206,0.212856608,0.020287519,5.628142299,0.97966209,84.06609203,Acne and Rosacea Photos
207,0.196909922,0.020937121,6.822812713,0.933391207,120.4591819,Acne and Rosacea Photos
208,0.137025317,0.016953115,8.60010068,0.931116168,150.5282837,Acne and Rosacea Photos
209,0.416564057,0.203729451,4.949287184,0.982665739,87.94920396,Acne and Rosacea Photos
210,0.158177588,0.031526367,14.20718877,0.846112841,702.8274609,Acne and Rosacea Photos
211,0.123482666,0.016977101,9.706675459,0.932074858,194.0574597,Acne and Rosacea Photos
212,0.109458034,0.015399781,11.09561,0.871412451,255.6063392,Acne and Rosacea Photos
213,0.325327242,0.077165816,8.014349577,0.978604191,254.7252896,Acne and Rosacea Photos
214,0.361687715,0.129581706,7.206139717,0.977675926,213.7334349,Acne and Rosacea Photos
215,0.141124278,0.014196279,9.440546587,0.948768122,190.4925573,Acne and Rosacea Photos
216,0.200798599,0.019720455,7.6951207,0.913791537,160.4404297,Acne and Rosacea Photos
217,0.155034331,0.019352169,7.750001686,0.963976317,142.7385092,Acne and Rosacea Photos
218,0.280770308,0.058346719,5.602762638,0.988048454,88.59226068,Acne and Rosacea Photos
219,0.239257683,0.024691954,5.073300568,0.956220623,64.83085915,Acne and Rosacea Photos
220,0.267879931,0.0267256,4.413207008,0.990720078,49.36103961,Acne and Rosacea Photos
221,0.167344179,0.027316417,6.69352828,0.911413618,96.77883425,Acne and Rosacea Photos
222,0.129705438,0.016655797,9.78870767,0.925296389,213.9693566,Acne and Rosacea Photos
223,0.291645788,0.089344695,6.079206362,0.968930853,108.9220071,Acne and Rosacea Photos
224,0.168324932,0.021941247,7.166740244,0.944245642,118.4900882,Acne and Rosacea Photos
225,0.120583735,0.014936693,11.03585687,0.92197012,269.6445786,Acne and Rosacea Photos
226,0.146311933,0.022882984,10.01232042,0.754079516,259.2627832,Acne and Rosacea Photos
227,0.147411554,0.020633211,8.485572025,0.862656085,151.7040575,Acne and Rosacea Photos
228,0.075889793,0.011978183,19.56386522,0.709965493,902.7774186,Acne and Rosacea Photos
229,0.043564553,0.008498662,36.85411857,0.476020368,2622.951152,Acne and Rosacea Photos
230,0.207065602,0.020459972,5.800060032,0.968397083,74.37737264,Acne and Rosacea Photos
231,0.211765948,0.023543406,6.686684488,0.974143672,133.9531097,Acne and Rosacea Photos
232,0.263256282,0.041080896,5.524512824,0.984902745,89.52514384,Acne and Rosacea Photos
233,0.264137949,0.041103791,5.79265909,0.95222342,94.5472235,Acne and Rosacea Photos
234,0.123160344,0.012880598,14.8131186,0.869491939,553.7380325,Acne and Rosacea Photos
235,0.175059781,0.023597261,10.0137827,0.948270943,277.4339541,Acne and Rosacea Photos
236,0.170744503,0.021263886,11.60242941,0.962089146,428.3820218,Acne and Rosacea Photos
237,0.223959413,0.024711164,6.589259692,0.951701837,122.0044104,Acne and Rosacea Photos
238,0.136628637,0.018586831,9.915046538,0.886735149,237.6360349,Acne and Rosacea Photos
239,0.266904564,0.029388667,4.017889474,0.975727574,51.02670354,Acne and Rosacea Photos
240,0.230877311,0.034945761,6.410965461,0.985858342,125.8455058,Acne and Rosacea Photos
241,0.394959226,0.138398951,4.810010477,0.988725495,98.8858427,Acne and Rosacea Photos
242,0.308658365,0.07678578,5.183779714,0.976960331,99.75197994,Acne and Rosacea Photos
243,0.230008903,0.029594612,6.552732823,0.982974952,132.0037326,Acne and Rosacea Photos
244,0.188644084,0.025757143,8.885806609,0.946503706,217.4989836,Acne and Rosacea Photos
245,0.128724428,0.021498703,8.815714584,0.832532648,159.6228816,Acne and Rosacea Photos
246,0.200943255,0.023217385,6.705532977,0.969466044,106.6853989,Acne and Rosacea Photos
247,0.246517607,0.031426032,4.834212579,0.926035946,59.10715568,Acne and Rosacea Photos
248,0.113218959,0.023758024,10.04752979,0.612973246,199.4245606,Acne and Rosacea Photos
249,0.30884482,0.039774182,3.58200418,0.937668026,36.95662384,Acne and Rosacea Photos
250,0.400204792,0.204666293,3.391501909,0.992180671,33.48523862,Acne and Rosacea Photos
251,0.134515312,0.016803923,9.077877875,0.912980218,177.2428515,Acne and Rosacea Photos
252,0.187019827,0.080195682,9.614034591,0.924973672,190.0193043,Acne and Rosacea Photos
253,0.149763871,0.063087144,11.75642172,0.895906699,277.6212406,Acne and Rosacea Photos
254,0.133409267,0.063865709,14.54474401,0.896835313,427.3431613,Acne and Rosacea Photos
255,0.135152592,0.022218404,8.976765559,0.806124321,162.8310904,Acne and Rosacea Photos
256,0.214230362,0.025535301,5.97397458,0.965323123,79.61974337,Acne and Rosacea Photos
257,0.192647273,0.020313694,6.844099928,0.952236803,117.3401177,Acne and Rosacea Photos
258,0.126330261,0.02065944,8.546959853,0.876000664,138.1573234,Acne and Rosacea Photos
259,0.165893444,0.02123443,7.22926314,0.944341349,107.270327,Acne and Rosacea Photos
260,0.120458606,0.023103585,9.377575042,0.689050815,166.4682233,Acne and Rosacea Photos
261,0.131156332,0.017595715,8.713395427,0.93359146,143.1223017,Acne and Rosacea Photos
262,0.156299298,0.020323767,8.706755857,0.863202838,177.367859,Acne and Rosacea Photos
263,0.159025721,0.019934735,8.258727084,0.876411389,153.3018794,Acne and Rosacea Photos
264,0.165704026,0.017519812,11.56665745,0.889499603,344.0847483,Acne and Rosacea Photos
265,0.211088846,0.020969069,6.378120924,0.956503826,104.3192924,Acne and Rosacea Photos
266,0.204064631,0.025784391,6.354211707,0.899545622,100.9891788,Acne and Rosacea Photos
267,0.137325181,0.020482361,12.72298099,0.63196096,361.0611493,Acne and Rosacea Photos
268,0.215489584,0.021509159,5.816953124,0.983842267,80.48826349,Acne and Rosacea Photos
269,0.149875443,0.017254775,7.901970252,0.943516222,138.5993735,Acne and Rosacea Photos
270,0.084100359,0.021175288,12.90354434,0.408020154,295.515628,Acne and Rosacea Photos
271,0.18954691,0.017140246,7.198163389,0.974961502,122.5436499,Acne and Rosacea Photos
272,0.370237552,0.026555736,3.003788168,0.994921056,26.9132447,Acne and Rosacea Photos
273,0.170568385,0.021349065,8.189040281,0.956957685,143.7902837,Acne and Rosacea Photos
274,0.227696742,0.022978146,5.536509802,0.951157654,84.82606979,Acne and Rosacea Photos
275,0.185605064,0.018839878,5.906698921,0.987145287,68.70196051,Acne and Rosacea Photos
276,0.100704985,0.01753026,11.58038849,0.743706944,263.7011362,Acne and Rosacea Photos
277,0.137317141,0.018163013,11.4368842,0.797101352,316.1190537,Acne and Rosacea Photos
278,0.163993939,0.020877488,6.708777929,0.948943843,87.99299228,Acne and Rosacea Photos
279,0.196772183,0.023354773,5.683431111,0.966301994,66.18635458,Acne and Rosacea Photos
280,0.123639713,0.028912615,9.210814373,0.440175137,168.261755,Acne and Rosacea Photos
281,0.154231541,0.021314552,7.561644683,0.931380209,112.6681073,Acne and Rosacea Photos
282,0.125172233,0.015710419,14.24663612,0.815256633,542.3992371,Acne and Rosacea Photos
283,0.117725933,0.022604767,9.485087071,0.705623803,169.8187055,Acne and Rosacea Photos
284,0.133779108,0.019327277,8.77102845,0.891628765,150.931952,Acne and Rosacea Photos
285,0.127400345,0.014741182,9.443125829,0.9312879,191.2730144,Acne and Rosacea Photos
286,0.078880118,0.013975645,14.51534691,0.746893427,397.1916163,Acne and Rosacea Photos
287,0.104180092,0.012719101,12.97868468,0.870252118,348.1596928,Acne and Rosacea Photos
288,0.122414017,0.024706991,8.945382027,0.66041334,151.0526174,Acne and Rosacea Photos
289,0.109112477,0.01560978,10.13895205,0.928174519,188.7447963,Acne and Rosacea Photos
290,0.180151606,0.023615597,6.782213076,0.977872052,96.02873317,Acne and Rosacea Photos
291,0.121419033,0.017839876,9.803093345,0.866637634,194.1445604,Acne and Rosacea Photos
292,0.152680894,0.026041372,7.488834874,0.82228822,111.2537015,Acne and Rosacea Photos
293,0.104305296,0.015457286,11.96025758,0.838064669,297.1442279,Acne and Rosacea Photos
294,0.161376144,0.02013536,8.41523443,0.968011319,148.2234272,Acne and Rosacea Photos
295,0.130274918,0.015004687,10.00901694,0.918617452,228.5322901,Acne and Rosacea Photos
296,0.078007909,0.020401121,14.03850629,0.351953799,351.6406566,Acne and Rosacea Photos
297,0.12688059,0.014928516,9.516960163,0.93489107,188.5376236,Acne and Rosacea Photos
298,0.190175936,0.01913598,6.754563281,0.974262082,106.7825716,Acne and Rosacea Photos
299,0.159785582,0.016206208,7.916917877,0.951485915,157.4736547,Acne and Rosacea Photos
300,0.121407208,0.015570563,11.30754059,0.911801246,290.7644795,Acne and Rosacea Photos
301,0.068687181,0.014661304,17.73286103,0.476315722,600.2953877,Acne and Rosacea Photos
302,0.167308588,0.017176589,7.407169558,0.978211678,118.1110379,Acne and Rosacea Photos
303,0.109235272,0.019701016,11.00113632,0.67602238,232.9899553,Acne and Rosacea Photos
304,0.12551531,0.018016179,10.08367315,0.912219397,213.7067025,Acne and Rosacea Photos
305,0.181190612,0.023186869,7.948731281,0.882389139,161.0879489,Acne and Rosacea Photos
306,0.154735923,0.020254778,7.329094256,0.920345448,114.2537923,Acne and Rosacea Photos
307,0.116663052,0.024466202,12.50858571,0.882552036,328.6431475,Acne and Rosacea Photos
308,0.123437768,0.021919526,8.988829534,0.76066854,150.1419019,Acne and Rosacea Photos
309,0.146406571,0.018953145,7.971112592,0.910801104,134.5780896,Acne and Rosacea Photos
